City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Kashary,RU,49.04,41.0056,65.46,32,63,6.02,broken clouds
460,Kisangani,CD,0.5167,25.2,81.88,64,99,3.4,overcast clouds
461,Aksha,RU,50.2814,113.2867,45.73,87,52,2.57,broken clouds
462,Salina,US,38.8403,-97.6114,80.19,72,75,3.0,broken clouds
463,Fairbanks,US,64.8378,-147.7164,42.3,83,1,0.0,clear sky
464,Saint-Pierre,RE,-21.3393,55.4781,74.88,72,90,1.14,overcast clouds
465,Chapais,CA,49.7834,-74.8492,66.47,52,40,15.9,scattered clouds
466,Ossora,RU,59.2353,163.0719,49.93,74,100,2.75,overcast clouds
467,Dongsheng,CN,39.8161,109.9776,62.26,38,97,6.15,overcast clouds
468,Richards Bay,ZA,-28.783,32.0377,64.78,67,10,17.0,clear sky
469,Vanavara,RU,60.34,102.2797,36.07,76,47,2.55,scattered clouds
470,Makakilo City,US,21.3469,-158.0858,75.69,81,75,0.0,broken clouds
471,Khandagayty,RU,50.7333,92.05,53.44,56,42,4.29,scattered clouds
472,Nilopolis,BR,-22.8075,-43.4139,74.91,60,75,11.5,broken clouds
473,Luis Correia,BR,-2.8792,-41.6669,89.6,55,20,17.27,few clouds
474,Murbad,IN,19.25,73.4,81.61,83,70,4.36,broken clouds
475,Berlevag,NO,70.8578,29.0864,44.6,68,100,13.51,overcast clouds
476,Tawang,IN,27.5833,91.8667,55.2,94,100,0.72,overcast clouds
477,Hachinohe,JP,40.5,141.5,63.39,96,100,4.43,moderate rain
478,Nukus,UZ,42.4531,59.6103,78.78,21,0,13.8,clear sky
479,Elblag,PL,54.1522,19.4088,65.97,85,93,5.12,light rain
480,Kvitok,RU,56.0724,98.4813,45.91,98,18,4.7,few clouds
481,Botwood,CA,49.1499,-55.3482,69.91,43,0,6.91,clear sky
482,Chimbote,PE,-9.0853,-78.5783,65.75,73,88,9.51,overcast clouds
483,Antalaha,MG,-14.9003,50.2788,71.26,79,64,4.7,broken clouds
484,Nouakchott,MR,18.0858,-15.9785,91.33,71,97,11.16,overcast clouds
485,Puerto Madryn,AR,-42.7692,-65.0385,62.26,46,100,4.68,overcast clouds
486,Harper,LR,4.375,-7.7169,79.57,81,84,10.07,light rain
487,Mazatlan,MX,23.2167,-106.4167,79.92,94,75,1.01,broken clouds
488,Chirongui,YT,-12.9319,45.1483,80.53,71,90,4.63,overcast clouds
489,Madison,US,34.7334,-86.5667,77.09,83,90,1.99,overcast clouds
490,Eirunepe,BR,-6.6603,-69.8736,86.92,56,60,4.29,broken clouds
491,Wasilla,US,61.5814,-149.4394,45.55,95,90,3.44,fog
492,Sakakah,SA,29.9697,40.2064,95.58,15,0,11.36,clear sky
493,Tiksi,RU,71.6872,128.8694,34.84,80,100,16.67,overcast clouds
494,Tilaran,CR,10.4703,-84.9671,78.51,77,73,6.2,broken clouds
495,Manuk Mangkaw,PH,4.8,119.85,83.1,74,97,6.26,overcast clouds
496,Labuhan,ID,-6.8844,112.2051,80.04,76,32,8.63,scattered clouds
497,Duluth,US,46.7833,-92.1066,60.35,73,1,1.01,clear sky
498,Terrace Bay,CA,48.7834,-87.1,58.59,89,100,8.16,overcast clouds
499,Qiongshan,CN,20.0058,110.3542,81.05,83,4,7.27,clear sky
500,Kahului,US,20.8947,-156.47,77.02,82,75,13.8,light rain
501,La Paz,BO,-16.5,-68.15,55.87,46,43,3.65,scattered clouds
502,Kaeo,NZ,-35.1,173.7833,51.33,88,62,6.67,broken clouds
503,Khajuraho,IN,24.85,79.9333,77.22,91,100,4.5,overcast clouds
504,Poum,NC,-20.2333,164.0167,69.49,62,1,18.52,clear sky
505,Champasak,LA,14.75,106.0,74.5,95,56,0.58,broken clouds
506,Yumen,CN,40.2833,97.2,69.28,30,85,15.59,overcast clouds
507,Biak,ID,-0.9131,122.8766,75.7,81,98,7.02,moderate rain
508,Vuktyl,RU,63.8567,57.3094,39.61,78,75,13.78,broken clouds
509,Yar-Sale,RU,66.8333,70.8333,40.12,91,100,31.23,light rain
510,Opuwo,NA,-18.0607,13.84,89.69,10,2,16.55,clear sky
511,Luena,AO,-11.7833,19.9167,93.02,17,87,6.82,overcast clouds
512,Qasigiannguit,GL,68.8193,-51.1922,26.85,54,0,1.95,clear sky
513,Iwo,NG,7.6333,4.1833,84.34,67,97,1.28,overcast clouds
514,Kasongo,CD,-4.45,26.6667,83.23,51,88,4.27,overcast clouds
515,Puerto Carreno,CO,6.189,-67.4859,85.95,63,6,3.67,light rain
516,Beipiao,CN,41.7919,120.7792,60.21,62,3,2.3,clear sky
517,Erenhot,CN,43.6475,111.9767,65.88,29,1,9.1,clear sky
518,Konstantinovka,RU,49.6167,127.9833,46.89,87,67,6.35,broken clouds
519,Dolores,AR,-36.3132,-57.6792,65.48,54,0,10.22,clear sky
520,Sheridan,US,44.8333,-106.9173,62.31,56,1,4.0,clear sky
521,Muhos,FI,64.808,25.9931,47.98,59,100,3.56,overcast clouds
522,Phan Thiet,VN,10.9333,108.1,78.15,86,76,0.45,moderate rain
523,Kavieng,PG,-2.5744,150.7967,81.91,79,48,16.53,light rain
524,Finote Selam,ET,10.7,37.2667,61.18,93,87,3.42,moderate rain
525,Moose Factory,CA,51.2585,-80.6094,60.78,88,90,16.11,heavy intensity rain
526,Buala,SB,-8.145,159.5921,79.43,83,86,7.34,light rain
527,Nome,US,64.5011,-165.4064,33.87,81,1,5.75,clear sky
528,Barra Do Bugres,BR,-15.0725,-57.1811,103.53,21,2,1.61,clear sky
529,Inverell,AU,-29.7833,151.1167,45.1,89,11,4.21,few clouds
530,Pitimbu,BR,-7.4706,-34.8086,86.59,68,9,13.78,clear sky
531,Madang,PG,-5.2246,145.7966,78.01,87,82,0.92,broken clouds
532,Manado,ID,1.487,124.8455,77.77,88,40,1.14,light rain
533,Tazovskiy,RU,67.4667,78.7,40.44,95,100,27.31,light rain
534,Swellendam,ZA,-34.0226,20.4417,62.94,54,2,15.39,clear sky
535,Vao,NC,-22.6667,167.4833,67.68,55,0,12.15,clear sky
536,Bourail,NC,-21.5667,165.4833,64.04,65,6,4.59,clear sky
537,Marrakesh,MA,31.6315,-8.0083,86.07,42,75,9.22,broken clouds
538,Jaunjelgava,LV,56.6167,25.0833,52.5,56,96,8.86,overcast clouds
539,Camopi,GF,3.1655,-52.3158,93.42,41,1,2.93,clear sky
540,Goure,NE,13.9835,10.2704,96.03,19,100,2.59,overcast clouds
541,Leh,IN,34.1667,77.5833,62.42,20,0,6.49,clear sky
542,Wanning,CN,18.8003,110.3967,80.46,83,28,4.94,scattered clouds
543,Kovur,IN,14.4833,79.9833,86.5,66,85,8.72,overcast clouds
544,Ulaanbaatar,MN,47.9077,106.8832,53.73,66,40,2.24,scattered clouds
545,Nurota,UZ,40.5614,65.6886,84.29,10,0,8.34,clear sky
546,Husavik,IS,66.0449,-17.3389,45.86,87,100,1.63,overcast clouds
547,Mombetsu,JP,44.3525,143.3525,58.53,73,100,5.97,overcast clouds
548,Alberton,CA,46.8168,-64.0654,65.1,61,0,9.86,clear sky
549,Belmonte,BR,-15.8631,-38.8828,81.1,51,5,9.19,clear sky
550,Minot,US,48.2325,-101.2963,54.59,43,0,5.99,clear sky
551,Baiao,BR,-2.7906,-49.6717,93.33,43,5,5.32,clear sky
552,Umm Kaddadah,SD,13.6017,26.6876,96.17,16,8,13.47,clear sky
553,Pokhara,NP,28.2333,83.9833,69.62,90,90,2.75,overcast clouds
554,Carnot,CF,4.9409,15.8665,72.5,89,100,4.97,overcast clouds
555,Juneau,US,58.3019,-134.4197,49.84,93,90,0.0,light rain
556,Kropotkin,RU,45.4375,40.5756,65.53,53,3,8.32,clear sky
557,Havre-Saint-Pierre,CA,50.2334,-63.5986,56.73,78,13,9.82,few clouds
558,Kamenka,RU,51.3223,42.7678,56.73,46,94,5.5,overcast clouds
559,Langsa,ID,4.4683,97.9683,75.47,90,97,2.48,overcast clouds
560,Fengrun,CN,39.8333,118.1167,64.81,79,81,2.75,light rain
561,Vire,FR,48.9167,-0.8333,70.99,53,99,9.98,overcast clouds
562,Oktyabrskiy,RU,54.4815,53.471,45.9,62,100,8.57,overcast clouds
563,Rolla,US,37.9514,-91.7713,80.24,68,0,3.0,clear sky
564,San Jose,US,37.3394,-121.895,59.56,82,90,1.99,overcast clouds
565,Anchorage,US,61.2181,-149.9003,46.45,92,90,5.75,overcast clouds
566,Kavaratti,IN,10.5669,72.642,81.73,78,29,12.19,scattered clouds
567,Sidney,AU,-33.8679,151.2073,63.7,72,0,1.99,clear sky
568,Turukhansk,RU,65.8167,87.9833,45.46,86,100,20.07,light rain
569,Fez,MA,34.0372,-4.9998,86.25,39,20,9.22,few clouds
570,Deputatskiy,RU,69.3,139.9,38.17,97,100,2.84,light rain
571,Dawei,MM,14.0833,98.2,76.57,93,100,2.48,overcast clouds
572,Alakurtti,RU,66.9672,30.3491,44.64,81,100,1.74,overcast clouds
573,Caravelas,BR,-17.7125,-39.2481,80.85,47,0,9.13,clear sky
574,Novikovo,RU,51.1537,37.8879,54.9,62,100,11.65,moderate rain
575,Porbandar,IN,21.6422,69.6093,81.18,86,98,8.84,overcast clouds
576,Foam Lake,CA,51.65,-103.5343,43.2,70,100,12.03,overcast clouds
577,Bonfim,BR,3.0833,-59.95,89.78,51,7,4.34,clear sky
578,Korla,CN,41.7597,86.1469,76.14,21,3,4.38,clear sky
579,Saint-Georges,GD,12.0564,-61.7485,83.19,73,18,14.29,few clouds
580,Sabha,LY,27.0377,14.4283,91.87,15,0,8.99,clear sky
581,Coahuayana,MX,18.7333,-103.6833,81.88,82,72,0.92,broken clouds
582,Nalut,LY,30.3333,10.85,94.53,11,0,10.27,clear sky
583,Cumana,VE,10.4635,-64.1775,85.71,58,10,2.33,clear sky
584,Maldonado,UY,-34.6667,-54.9167,69.19,47,0,9.42,clear sky
585,Guadalupe Y Calvo,MX,26.1,-106.9667,61.5,68,11,3.36,few clouds
586,Tautira,PF,-17.7333,-149.15,75.22,77,44,21.88,scattered clouds
587,Santa Rosa,PH,14.3122,121.1114,83.08,76,95,7.56,overcast clouds
588,Chemal,RU,51.4111,86.005,54.19,60,25,6.58,scattered clouds
589,Tubmanburg,LR,6.8708,-10.8172,81.88,78,85,5.99,moderate rain
590,Eyemouth,GB,55.8713,-2.0901,67.23,72,84,1.99,broken clouds
591,Micheweni,TZ,-4.9667,39.8333,77.9,72,36,11.95,scattered clouds
592,Anjozorobe,MG,-18.4,47.8667,79.12,48,28,0.85,scattered clouds
593,Havoysund,NO,70.9963,24.6622,47.28,75,100,8.28,overcast clouds
594,Vila Velha,BR,-20.3297,-40.2925,78.75,78,40,13.8,scattered clouds
595,Bemidji,US,47.4736,-94.8803,57.9,52,1,18.41,clear sky
596,Namibe,AO,-15.1961,12.1522,67.5,78,26,13.82,scattered clouds
597,Sindor,RU,62.8629,51.8905,40.78,75,100,8.48,overcast clouds
598,Belaya Gora,RU,68.5333,146.4167,44.37,75,100,8.72,overcast clouds
599,Gogrial,SS,8.5332,28.1004,73.99,90,100,4.09,overcast clouds
600,Durban,ZA,-29.8579,31.0292,63.01,78,6,13.0,light rain
601,Chiredzi,ZW,-21.05,31.6667,64.56,76,100,12.35,overcast clouds
602,Areni,AM,39.7191,45.1799,77.36,30,37,5.82,scattered clouds
603,Yarmouth,US,41.7057,-70.2286,74.12,91,75,3.0,broken clouds
604,Matay,EG,28.419,30.7792,90.75,28,0,15.57,clear sky
605,Port Augusta,AU,-32.5,137.7667,55.54,85,0,7.67,clear sky
606,Presidente Olegario,BR,-18.4178,-46.4181,85.12,32,0,11.95,clear sky
607,Katsuura,JP,35.1333,140.3,75.31,70,97,19.42,overcast clouds
608,Rundu,NA,-17.9333,19.7667,93.94,7,5,4.23,clear sky
609,Along,IN,28.1667,94.7667,72.79,99,100,1.63,overcast clouds
610,Grindavik,IS,63.8424,-22.4338,48.67,57,75,13.8,broken clouds
611,Tuy Hoa,VN,13.0833,109.3,78.76,85,100,2.48,overcast clouds
612,Sinnai,IT,39.3042,9.2036,87.51,67,20,4.61,few clouds
613,Campbell River,CA,50.0163,-125.2446,50.72,100,100,7.7,overcast clouds
614,Redlands,US,34.0556,-117.1825,84.94,29,2,0.81,clear sky
615,Cacador,BR,-26.7753,-51.015,57.88,97,100,7.56,light rain
616,Roma,US,43.2128,-75.4557,78.82,85,75,11.5,broken clouds
617,Socorro,US,31.6546,-106.3033,81.37,38,1,0.0,clear sky
618,San Carlos De Bariloche,AR,-41.1456,-71.3082,45.0,77,71,10.16,broken clouds
619,Itoman,JP,26.1247,127.6694,82.42,78,20,4.61,few clouds
620,Norrtalje,SE,59.758,18.705,52.23,66,98,11.05,overcast clouds
621,Pangody,RU,65.85,74.4859,39.38,93,100,27.16,moderate rain
622,Vila,PT,42.0304,-8.1588,59.32,92,100,4.99,overcast clouds
623,Kabinda,CD,-6.1333,24.4833,81.12,54,91,5.19,overcast clouds
624,Boa Vista,BR,2.8197,-60.6733,87.78,55,40,12.66,scattered clouds
625,Hay River,CA,60.8156,-115.7999,40.91,78,99,8.14,overcast clouds
626,Yilan,TW,24.757,121.753,84.31,94,8,1.79,clear sky
627,Ozuluama,MX,21.6667,-97.85,80.74,85,90,1.95,overcast clouds
628,Imbituba,BR,-28.24,-48.6703,62.49,97,100,10.85,heavy intensity rain
629,Narkevychi,UA,49.5172,26.6418,62.69,90,100,12.15,overcast clouds
630,Kambove,CD,-10.8764,26.5969,89.56,15,10,4.54,clear sky
631,Sungaipenuh,ID,-2.0833,101.3833,65.48,96,88,3.06,light rain
632,Kollam,IN,8.8833,76.6,82.27,86,71,11.63,broken clouds
633,Saint-Francois,FR,46.4154,3.9054,73.47,53,20,5.75,few clouds
634,Toktogul,KG,41.8708,72.9402,72.77,24,0,0.78,clear sky
635,Mangrol,IN,21.1167,70.1167,80.47,86,94,9.66,overcast clouds
636,San Quintin,MX,30.4833,-115.95,67.39,79,6,9.64,clear sky
637,Emba,KZ,48.8264,58.1442,55.53,34,0,8.34,clear sky
638,Hoquiam,US,46.9809,-123.8893,55.02,68,90,9.22,light rain
639,Coelho Neto,BR,-4.2567,-43.0128,98.29,29,4,5.23,clear sky
640,Andra,RU,62.5147,65.8878,40.66,81,90,19.66,overcast clouds
641,Soller,ES,39.7662,2.7152,83.86,63,11,5.01,few clouds
642,Seybaplaya,MX,19.65,-90.6667,81.86,71,80,7.94,broken clouds
643,Tra Vinh,VN,9.9347,106.3453,77.85,90,69,2.26,broken clouds
644,Fort Nelson,CA,58.8053,-122.7002,40.35,80,97,0.87,overcast clouds
645,Gazanjyk,TM,39.2446,55.5154,82.89,52,0,11.83,clear sky
646,Ambon,ID,-3.6954,128.1814,77.14,88,75,1.14,light rain
647,Balakhta,RU,55.38,91.6,53.67,74,100,4.5,overcast clouds
648,Cayenne,GF,4.9333,-52.3333,89.64,75,75,5.99,broken clouds
649,Shahr-E Babak,IR,30.1165,55.1186,79.56,7,0,1.63,clear sky
650,Moba,CN,33.2288,105.0179,53.4,92,100,3.49,moderate rain
651,Paamiut,GL,61.994,-49.6678,37.76,81,7,18.92,clear sky
652,Bubaque,GW,11.2833,-15.8333,81.07,77,84,12.55,broken clouds
653,Alofi,NU,-19.0595,-169.9187,77.54,82,11,15.66,light rain
654,Palmares Do Sul,BR,-30.2578,-50.5097,64.92,81,70,17.34,broken clouds
655,Dinghai,CN,26.2847,119.7936,79.56,82,12,6.78,light rain
656,Teguldet,RU,57.3064,88.1667,58.68,66,100,9.75,overcast clouds
657,Inirida,CO,3.8653,-67.9239,88.79,58,38,1.34,scattered clouds
658,Ciudad Bolivar,VE,8.1222,-63.5497,89.46,51,1,8.5,clear sky
659,Chimore,BO,-16.9833,-65.1333,93.25,31,5,3.56,clear sky
660,Yokadouma,CM,3.5167,15.05,79.0,75,100,3.8,light rain
661,Sakaiminato,JP,35.55,133.2333,75.69,91,100,6.29,light rain
662,Carauari,BR,-4.8828,-66.8958,90.09,51,31,3.83,scattered clouds
663,Tupik,RU,54.4253,119.9327,31.73,84,1,4.18,clear sky
664,Ketchikan,US,55.3422,-131.6461,46.87,93,90,3.44,light rain
665,Thiruvananthapuram,IN,8.4833,76.9167,82.38,89,75,9.22,mist
666,Tera,NE,14.0078,0.7531,94.03,41,82,9.35,broken clouds
667,Pundaguitan,PH,6.3711,126.1689,79.93,84,100,13.09,heavy intensity rain
668,Russell,US,32.3502,-85.1999,76.78,83,90,6.91,overcast clouds
669,Rio Bonito,BR,-22.7086,-42.6097,74.41,89,100,4.05,overcast clouds
670,Marzuq,YE,14.4,46.4667,89.82,15,75,8.32,broken clouds
671,Yanji,CN,42.9075,129.5078,54.99,90,0,1.63,clear sky
672,Bolobo,CD,-2.1667,16.2333,82.27,58,100,5.17,light rain
673,Seoul,KR,37.5683,126.9778,69.24,66,4,3.89,clear sky
674,Senador Jose Porfirio,BR,-2.5908,-51.9542,89.73,52,34,3.78,scattered clouds
675,Kijang,KR,35.2442,129.2139,67.48,87,100,15.93,overcast clouds
676,Lata,PT,40.1629,-8.3327,80.35,60,26,11.16,scattered clouds
677,Jinji,CN,23.2281,110.8261,77.65,81,15,1.77,light rain
678,Alausi,EC,-2.2,-78.8333,56.98,53,67,6.22,broken clouds
679,Musafirkhana,IN,26.3667,81.8,77.76,93,100,10.25,overcast clouds
680,Bukama,CD,-9.2,25.85,90.48,34,81,4.29,broken clouds
681,Keti Bandar,PK,24.1447,67.4497,85.37,76,1,10.85,clear sky
682,Puro,PH,12.4841,123.3827,79.5,82,90,4.83,overcast clouds
683,Prince Rupert,CA,54.3161,-130.3201,50.09,76,90,20.71,light rain
684,Bure,ET,10.7,37.0667,60.12,91,65,2.26,light rain
685,Puerto Narino,CO,-3.7703,-70.3831,75.15,71,47,3.27,light rain
686,Lahad Datu,MY,5.0268,118.327,76.3,90,98,3.11,overcast clouds
687,Saint-Louis,SN,16.3333,-15.0,83.53,68,98,7.27,overcast clouds
688,Jiaocheng,CN,24.6774,116.1389,77.02,78,0,1.52,light rain
689,Bilma,NE,18.6853,12.9164,102.96,11,34,2.44,scattered clouds
690,Kayankulam,IN,9.1833,76.5,79.34,86,81,8.93,broken clouds
691,Bolshevik,BY,54.0065,27.5692,46.02,96,100,14.25,overcast clouds
692,Sebezh,RU,56.2955,28.4654,52.7,54,98,9.84,overcast clouds
